OBJECTID,plotid,longitude,latitude,shape,size_m,sample_points,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Water>irrigation ditch,grass,Water>rivers/stream,Impervious Surface (no building),Wetlands,Water>lake/ponded/container,cultivated vegetation,Bare Ground,Building,Trees_CanopyCover,unknown,bush/scrub,shadow,shape.1,shape.2,shape.3,shape.4,shape.5,shape.6,shape.7,shape.8,shape_12_13_14_15_16_17_18_19_2,Water>treated pool,shape_12_13_14_15_16_17_18_19_3,shape_12_13_14_15_16_17_18_19_4,shape_12_13_14_15_16_17_18_19_5,shape_12_13_14_15_16_17_18_19_6,shape_12_13_14_15_16_17_18_19_7,shape_12_13_14_15_16_17_18_19_8,shape_12_13_14_15_16_17_18_19_9,shape_12_13_14_15_16_17_18_1_10,shape_12_13_14_15_16_17_18_1_11,shape_12_13_14_15_16_17_18_1_12,plotid 1,center_lon 1,center_lat 1,shape 1,size_m 1,sample_points 1,flagged 1,flagged_reason 1,confidence 1,collection_time 1,analysis_duration 1,common_securewatch_date 1,total_securewatch_dates 1,Land_Cover_Elements_Water_irr_1,grass 1,Land_Cover_Elements_Water_riv_1,Land_Cover_Elements_Impervious1,Wetlands 1,Land_Cover_Elements_Water_lake1,Land_Cover_Elements_cultivated1,Land_Cover_Elements_Bare_Grou_1,Building 1,Land_Cover_Elements_Trees_Can_1,unknown 1,Land_Cover_Elements_bush_scrub_,shadow 1,shape 1.1,shape 1.2,shape 1.3,shape 1.4,shape 1.5,shape 1.6,shape 1.7,shape 1.8,shape_12_13_14_15_16_17_18_1_13,Land_Cover_Elements_Water_tre_1,shape_12_13_14_15_16_17_18_1_14,shape_12_13_14_15_16_17_18_1_15,shape_12_13_14_15_16_17_18_1_16,shape_12_13_14_15_16_17_18_1_17,shape_12_13_14_15_16_17_18_1_18,shape_12_13_14_15_16_17_18_1_19,shape_12_13_14_15_16_17_18_1_20,shape_12_13_14_15_16_17_18_1_21,shape_12_13_14_15_16_17_18_1_22,shape_12_13_14_15_16_17_18_1_23,x_AOI,y_AOI,Median Income_AOI,Min Distance,AOI,Average Income_AOI,Latitude,Longitude,Date,ECO_L2T_LSTE_002_LST,ECO_L2T_LSTE_002_LST_err,ECO_L2T_LSTE_002_QC,ECO_L2T_LSTE_002_QC_bitmask,ECO_L2T_LSTE_002_QC_Mandatory_QA_flags,ECO_L2T_LSTE_002_QC_Mandatory_QA_flags_Description,ECO_L2T_LSTE_002_QC_Data_quality_flag,ECO_L2T_LSTE_002_QC_Data_quality_flag_Description,ECO_L2T_LSTE_002_QC_LST_accuracy,ECO_L2T_LSTE_002_QC_LST_accuracy_Description,ObjectId,x_LST,y_LST,AOI Latitude,AOI Longitude,Median Income_LST,Average Income_LST
38,1800,-97.890358,30.303585,,100,100,0,,90,7/1/24 15:39,130.9 secs,,0,0,6,0,12,0,0,0,0,11,65,0,0,6,,,,,,,,,,,,,,,,,,,,,1800,-97.890358,30.303585,,100,100,0,,90,7/1/24 15:39,130.9 secs,,0,0,6,0,12,0,0,0,0,11,65,0,0,6,,,,,,,,,,,,,,,,,,,,,-97.890358,30.303585,300000,1553.534574,18,300000,30.303585,-97.890358,2024-05-07 12:00:04 UTC,294.3399963,1.72,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),29853,-97.890358,30.303585,30.303585,-97.890358,300000,300000
39,1801,-97.903377,30.292344,,100,100,0,,90,7/1/24 15:56,21.4 secs,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,1801,-97.903377,30.292344,,100,100,0,,90,7/1/24 15:56,21.4 secs,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.903377,30.292344,300000,2965.147501,18,300000,30.292344,-97.903377,2023-02-14 21:23:15 UTC,298.5400085,0.68,65472,0b1111111111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),22609,-97.903377,30.292344,30.292344,-97.903377,300000,300000
40,1802,-97.903377,30.296841,,100,100,0,,70,7/1/24 15:56,48.5 secs,,0,0,2,0,0,0,0,0,0,0,98,0,0,0,,,,,,,,,,,,,,,,,,,,,1802,-97.903377,30.296841,,100,100,0,,70,7/1/24 15:56,48.5 secs,,0,0,2,0,0,0,0,0,0,0,98,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.903377,30.296841,300000,2834.345782,18,300000,30.296841,-97.903377,2024-06-24 16:54:31 UTC,310.1400146,2.52,2496,0b0000100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),25439,-97.903377,30.296841,30.296841,-97.903377,300000,300000
41,1803,-97.903377,30.301337,,100,100,0,,85,7/1/24 15:57,33.0 secs,,0,0,1,0,0,0,0,0,0,0,99,0,0,0,,,,,,,,,,,,,,,,,,,,,1803,-97.903377,30.301337,,100,100,0,,85,7/1/24 15:57,33.0 secs,,0,0,1,0,0,0,0,0,0,0,99,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.903377,30.301337,300000,2787.829116,18,300000,30.301337,-97.903377,2022-09-18 23:55:10 UTC,304.8399963,2.2,19904,0b0100110111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),27104,-97.903377,30.301337,30.301337,-97.903377,300000,300000
42,1804,-97.903377,30.305834,,100,100,0,,70,7/1/24 16:02,324.9 secs,,0,0,0,0,0,0,0,0,38,1,59,0,0,2,,,,,,,,,,,,,,,,,,,,,1804,-97.903377,30.305834,,100,100,0,,70,7/1/24 16:02,324.9 secs,,0,0,0,0,0,0,0,0,38,1,59,0,0,2,,,,,,,,,,,,,,,,,,,,,-97.903377,30.305834,300000,2829.736719,18,300000,30.305834,-97.903377,2022-07-13 02:40:32 UTC,296.7399902,2.3199999,17856,0b0100010111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),30093,-97.903377,30.305834,30.305834,-97.903377,300000,300000
43,1805,-97.903377,30.31033,,100,100,0,,60,7/1/24 16:08,336.9 secs,,0,1,3,0,1,0,0,0,0,14,34,1,42,4,,,,,,,,,,,,,,,,,,,,,1805,-97.903377,30.31033,,100,100,0,,60,7/1/24 16:08,336.9 secs,,0,1,3,0,1,0,0,0,0,14,34,1,42,4,,,,,,,,,,,,,,,,,,,,,-97.903377,30.31033,300000,2956.293034,18,300000,30.31033,-97.903377,2022-07-27 21:01:17 UTC,319.9200134,2.52,3776,0b0000111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),33870,-97.903377,30.31033,30.31033,-97.903377,300000,300000
44,1806,-97.903377,30.314827,,100,100,0,,75,7/1/24 16:09,111.1 secs,,0,0,0,0,1,0,0,0,0,0,92,0,7,0,,,,,,,,,,,,,,,,,,,,,1806,-97.903377,30.314827,,100,100,0,,75,7/1/24 16:09,111.1 secs,,0,0,0,0,1,0,0,0,0,0,92,0,7,0,,,,,,,,,,,,,,,,,,,,,-97.903377,30.314827,300000,3157.38717,18,300000,30.314827,-97.903377,2023-03-10 03:42:31 UTC,287.519989,2.48,18881,0b0100100111000001,0b01,"Pixel produced, nominal quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),36028,-97.903377,30.314827,30.314827,-97.903377,300000,300000
45,1807,-97.898169,30.292344,,100,100,0,,70,7/1/24 16:20,646.2 secs,,0,0,5,0,14,0,0,0,0,9,66,0,1,5,,,,,,,,,,,,,,,,,,,,,1807,-97.898169,30.292344,,100,100,0,,70,7/1/24 16:20,646.2 secs,,0,0,5,0,14,0,0,0,0,9,66,0,1,5,,,,,,,,,,,,,,,,,,,,,-97.898169,30.292344,300000,2499.921396,18,300000,30.292344,-97.898169,2023-09-24 20:59:12 UTC,315.0599976,2.5999999,2496,0b0000100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),22652,-97.898169,30.292344,30.292344,-97.898169,300000,300000
46,1808,-97.898169,30.296841,,100,100,0,,80,7/1/24 16:21,63.8 secs,,0,0,0,0,0,0,0,0,5,0,95,0,0,0,,,,,,,,,,,,,,,,,,,,,1808,-97.898169,30.296841,,100,100,0,,80,7/1/24 16:21,63.8 secs,,0,0,0,0,0,0,0,0,5,0,95,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.898169,30.296841,300000,2343.31801,18,300000,30.296841,-97.898169,2023-02-14 13:13:03 UTC,288.7999878,1.72,20160,0b0100111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),25851,-97.898169,30.296841,30.296841,-97.898169,300000,300000
47,1809,-97.898169,30.301337,,100,100,0,,80,7/1/24 16:23,96.4 secs,,0,0,0,0,0,0,0,0,7,0,84,0,9,0,,,,,,,,,,,,,,,,,,,,,1809,-97.898169,30.301337,,100,100,0,,80,7/1/24 16:23,96.4 secs,,0,0,0,0,0,0,0,0,7,0,84,0,9,0,,,,,,,,,,,,,,,,,,,,,-97.898169,30.301337,300000,2286.860393,18,300000,30.301337,-97.898169,2022-08-01 03:33:09 UTC,302.1600037,2.48,19904,0b0100110111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),27574,-97.898169,30.301337,30.301337,-97.898169,300000,300000
48,1810,-97.898169,30.305834,,100,100,0,,80,7/1/24 16:24,55.8 secs,,0,0,0,0,3,0,0,0,7,0,90,0,0,0,,,,,,,,,,,,,,,,,,,,,1810,-97.898169,30.305834,,100,100,0,,80,7/1/24 16:24,55.8 secs,,0,0,0,0,3,0,0,0,7,0,90,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.898169,30.305834,300000,2337.790668,18,300000,30.305834,-97.898169,2022-11-08 03:52:13 UTC,,2.1199999,15,0b0000000000001111,0b11,"Pixel not produced due to missing/bad data, user should check data quality flag bits",0b11,Missing/bad L1B data,0b00,>2 K (Poor performance),30324,-97.898169,30.305834,30.305834,-97.898169,300000,300000
49,1811,-97.898169,30.31033,,100,100,0,,80,7/1/24 17:13,2968.5 secs,,0,1,2,0,9,0,0,0,0,22,61,0,0,5,,,,,,,,,,,,,,,,,,,,,1811,-97.898169,30.31033,,100,100,0,,80,7/1/24 17:13,2968.5 secs,,0,1,2,0,9,0,0,0,0,22,61,0,0,5,,,,,,,,,,,,,,,,,,,,,-97.898169,30.31033,300000,2489.505939,18,300000,30.31033,-97.898169,2024-06-12 21:42:00 UTC,313.8599854,2.8399999,2496,0b0000100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),34185,-97.898169,30.31033,30.31033,-97.898169,300000,300000
50,1812,-97.898169,30.314827,,100,100,0,,85,7/1/24 18:01,2862.7 secs,,0,3,6,0,12,0,0,0,0,24,45,0,0,10,,,,,,,,,,,,,,,,,,,,,1812,-97.898169,30.314827,,100,100,0,,85,7/1/24 18:01,2862.7 secs,,0,3,6,0,12,0,0,0,0,24,45,0,0,10,,,,,,,,,,,,,,,,,,,,,-97.898169,30.314827,300000,2725.285509,18,300000,30.314827,-97.898169,2024-01-13 01:32:48 UTC,279.6400146,0.76,56256,0b1101101111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),36887,-97.898169,30.314827,30.314827,-97.898169,300000,300000
51,1813,-97.892961,30.292344,,100,100,0,,70,7/1/24 18:03,120.8 secs,,0,0,0,0,0,0,0,0,0,0,79,0,21,0,,,,,,,,,,,,,,,,,,,,,1813,-97.892961,30.292344,,100,100,0,,70,7/1/24 18:03,120.8 secs,,0,0,0,0,0,0,0,0,0,0,79,0,21,0,,,,,,,,,,,,,,,,,,,,,-97.892961,30.292344,300000,2051.612116,18,300000,30.292344,-97.892961,2023-12-06 16:09:47 UTC,288.019989,0.92,53184,0b1100111111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),23184,-97.892961,30.292344,30.292344,-97.892961,300000,300000
52,1814,-97.892961,30.296841,,100,100,0,,70,7/1/24 18:04,88.3 secs,,0,2,2,0,0,0,0,0,0,9,86,0,0,1,,,,,,,,,,,,,,,,,,,,,1814,-97.892961,30.296841,,100,100,0,,70,7/1/24 18:04,88.3 secs,,0,2,2,0,0,0,0,0,0,9,86,0,0,1,,,,,,,,,,,,,,,,,,,,,-97.892961,30.296841,300000,1857.61613,18,300000,30.296841,-97.892961,2023-05-18 08:43:11 UTC,290.7399902,1.84,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),25123,-97.892961,30.296841,30.296841,-97.892961,300000,300000
53,1815,-97.892961,30.301337,,100,100,0,,65,7/1/24 18:07,190.5 secs,,0,0,2,0,11,0,0,0,3,13,68,0,0,3,,,,,,,,,,,,,,,,,,,,,1815,-97.892961,30.301337,,100,100,0,,65,7/1/24 18:07,190.5 secs,,0,0,2,0,11,0,0,0,3,13,68,0,0,3,,,,,,,,,,,,,,,,,,,,,-97.892961,30.301337,300000,1785.895276,18,300000,30.301337,-97.892961,2023-06-01 18:52:17 UTC,305.1400146,2.48,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),28668,-97.892961,30.301337,30.301337,-97.892961,300000,300000
54,1816,-97.892961,30.305834,,100,100,0,,70,7/1/24 18:11,252.3 secs,,0,0,40,0,4,0,0,0,13,0,39,0,0,4,,,,,,,,,,,,,,,,,,,,,1816,-97.892961,30.305834,,100,100,0,,70,7/1/24 18:11,252.3 secs,,0,0,40,0,4,0,0,0,13,0,39,0,0,4,,,,,,,,,,,,,,,,,,,,,-97.892961,30.305834,300000,1850.689009,18,300000,30.305834,-97.892961,2022-09-11 03:10:26 UTC,298.1600037,2.2,19904,0b0100110111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),30777,-97.892961,30.305834,30.305834,-97.892961,300000,300000
55,1817,-97.892961,30.31033,,100,100,0,,75,7/1/24 18:15,218.6 secs,,0,0,2,0,4,0,0,0,3,14,71,0,2,4,,,,,,,,,,,,,,,,,,,,,1817,-97.892961,30.31033,,100,100,0,,75,7/1/24 18:15,218.6 secs,,0,0,2,0,4,0,0,0,3,14,71,0,2,4,,,,,,,,,,,,,,,,,,,,,-97.892961,30.31033,300000,2038.999148,18,300000,30.31033,-97.892961,2022-12-04 17:22:28 UTC,285.8599854,2.0799999,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),34792,-97.892961,30.31033,30.31033,-97.892961,300000,300000
56,1818,-97.892961,30.314827,,100,100,0,,80,7/1/24 18:15,39.9 secs,,0,0,0,0,0,0,0,0,1,0,97,0,2,0,,,,,,,,,,,,,,,,,,,,,1818,-97.892961,30.314827,,100,100,0,,80,7/1/24 18:15,39.9 secs,,0,0,0,0,0,0,0,0,1,0,97,0,2,0,,,,,,,,,,,,,,,,,,,,,-97.892961,30.314827,300000,2321.023901,18,300000,30.314827,-97.892961,2023-08-24 09:43:52 UTC,297.8399963,2.4400001,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),36800,-97.892961,30.314827,30.314827,-97.892961,300000,300000
57,1819,-97.887754,30.292344,,100,100,0,,75,7/1/24 18:19,199.6 secs,,0,0,0,8,0,0,0,0,2,0,76,0,14,0,,,,,,,,,,,,,,,,,,,,,1819,-97.887754,30.292344,,100,100,0,,75,7/1/24 18:19,199.6 secs,,0,0,0,8,0,0,0,0,2,0,76,0,14,0,,,,,,,,,,,,,,,,,,,,,-97.887754,30.292344,300000,1634.277456,18,300000,30.292344,-97.887754,2022-05-28 05:16:11 UTC,297.019989,1.64,20160,0b0100111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),23128,-97.887754,30.292344,30.292344,-97.887754,300000,300000
58,1820,-97.887754,30.296841,,100,100,0,,70,7/1/24 18:23,235.8 secs,,0,0,0,0,9,0,0,0,1,10,76,0,0,4,,,,,,,,,,,,,,,,,,,,,1820,-97.887754,30.296841,,100,100,0,,70,7/1/24 18:23,235.8 secs,,0,0,0,0,9,0,0,0,1,10,76,0,0,4,,,,,,,,,,,,,,,,,,,,,-97.887754,30.296841,300000,1382.952784,18,300000,30.296841,-97.887754,2023-12-06 16:09:47 UTC,289.5799866,0.92,53184,0b1100111111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),25888,-97.887754,30.296841,30.296841,-97.887754,300000,300000
59,1821,-97.887754,30.301337,,100,100,0,,75,7/1/24 18:23,33.0 secs,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,1821,-97.887754,30.301337,,100,100,0,,75,7/1/24 18:23,33.0 secs,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.887754,30.301337,300000,1285.034175,18,300000,30.301337,-97.887754,2023-09-09 11:26:30 UTC,296.5400085,2.24,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),28648,-97.887754,30.301337,30.301337,-97.887754,300000,300000
60,1822,-97.887754,30.305834,,100,100,0,,75,7/1/24 18:26,150.5 secs,,0,0,0,0,0,0,0,0,10,1,72,0,17,0,,,,,,,,,,,,,,,,,,,,,1822,-97.887754,30.305834,,100,100,0,,75,7/1/24 18:26,150.5 secs,,0,0,0,0,0,0,0,0,10,1,72,0,17,0,,,,,,,,,,,,,,,,,,,,,-97.887754,30.305834,300000,1373.685152,18,300000,30.305834,-97.887754,2022-11-07 12:49:57 UTC,286.2799988,2.4400001,16832,0b0100000111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),31396,-97.887754,30.305834,30.305834,-97.887754,300000,300000
61,1823,-97.887754,30.31033,,100,100,0,,75,7/1/24 18:48,313.5 secs,,0,0,0,0,26,0,0,0,14,0,43,0,16,1,,,,,,,,,,,,,,,,,,,,,1823,-97.887754,30.31033,,100,100,0,,75,7/1/24 18:48,313.5 secs,,0,0,0,0,26,0,0,0,14,0,43,0,16,1,,,,,,,,,,,,,,,,,,,,,-97.887754,30.31033,300000,1618.502025,18,300000,30.31033,-97.887754,2023-07-10 11:29:16 UTC,295.6199951,2.5599999,2496,0b0000100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),34724,-97.887754,30.31033,30.31033,-97.887754,300000,300000
62,1824,-97.887754,30.314827,,100,100,0,,80,7/1/24 18:28,21.4 secs,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,1824,-97.887754,30.314827,,100,100,0,,80,7/1/24 18:28,21.4 secs,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.887754,30.314827,300000,1961.951437,18,300000,30.314827,-97.887754,2023-04-13 22:27:58 UTC,303.6400146,1.4,35520,0b1000101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),37827,-97.887754,30.314827,30.314827,-97.887754,300000,300000
63,1825,-97.882546,30.292344,,100,100,0,,75,7/1/24 18:27,21.5 secs,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,1825,-97.882546,30.292344,,100,100,0,,75,7/1/24 18:27,21.5 secs,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.882546,30.292344,300000,1278.384814,18,300000,30.292344,-97.882546,2023-02-10 22:59:21 UTC,284.2000122,0.72,65472,0b1111111111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),23413,-97.882546,30.292344,30.292344,-97.882546,300000,300000
64,1826,-97.882546,30.296841,,100,100,0,,80,7/1/24 18:27,14.7 secs,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,1826,-97.882546,30.296841,,100,100,0,,80,7/1/24 18:27,14.7 secs,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.882546,30.296841,300000,935.954396,18,300000,30.296841,-97.882546,2023-12-10 14:32:10 UTC,281.7399902,0.68,60352,0b1110101111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),26742,-97.882546,30.296841,30.296841,-97.882546,300000,300000
65,1827,-97.882546,30.301337,,100,100,0,,75,7/1/24 18:28,38.8 secs,,0,0,0,0,1,0,0,0,1,0,96,0,0,2,,,,,,,,,,,,,,,,,,,,,1827,-97.882546,30.301337,,100,100,0,,75,7/1/24 18:28,38.8 secs,,0,0,0,0,1,0,0,0,1,0,96,0,0,2,,,,,,,,,,,,,,,,,,,,,-97.882546,30.301337,300000,784.0997065,18,300000,30.301337,-97.882546,2023-09-29 03:32:58 UTC,,2.28,15,0b0000000000001111,0b11,"Pixel not produced due to missing/bad data, user should check data quality flag bits",0b11,Missing/bad L1B data,0b00,>2 K (Poor performance),28858,-97.882546,30.301337,30.301337,-97.882546,300000,300000
66,1828,-97.882546,30.305834,,100,100,0,,75,7/1/24 18:29,52.9 secs,,0,0,2,0,1,0,0,0,7,0,90,0,0,0,,,,,,,,,,,,,,,,,,,,,1828,-97.882546,30.305834,,100,100,0,,75,7/1/24 18:29,52.9 secs,,0,0,2,0,1,0,0,0,7,0,90,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.882546,30.305834,300000,922.2568635,18,300000,30.305834,-97.882546,2023-01-08 03:45:29 UTC,286.9200134,1.88,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),31194,-97.882546,30.305834,30.305834,-97.882546,300000,300000
67,1829,-97.882546,30.31033,,100,100,0,,70,7/1/24 18:43,138.2 secs,,0,1,26,0,2,0,0,0,0,0,67,0,3,1,,,,,,,,,,,,,,,,,,,,,1829,-97.882546,30.31033,,100,100,0,,70,7/1/24 18:43,138.2 secs,,0,1,26,0,2,0,0,0,0,0,67,0,3,1,,,,,,,,,,,,,,,,,,,,,-97.882546,30.31033,300000,1258.230078,18,300000,30.31033,-97.882546,2022-06-19 20:26:44 UTC,321.980011,2.3599999,20160,0b0100111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),34750,-97.882546,30.31033,30.31033,-97.882546,300000,300000
68,1830,-97.882546,30.314827,,100,100,0,,75,7/1/24 18:32,133.1 secs,,0,0,0,0,4,0,0,0,2,0,64,0,30,0,,,,,,,,,,,,,,,,,,,,,1830,-97.882546,30.314827,,100,100,0,,75,7/1/24 18:32,133.1 secs,,0,0,0,0,4,0,0,0,2,0,64,0,30,0,,,,,,,,,,,,,,,,,,,,,-97.882546,30.314827,300000,1677.168709,18,300000,30.314827,-97.882546,2023-05-06 13:34:55 UTC,289.4400024,1.8,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),37095,-97.882546,30.314827,30.314827,-97.882546,300000,300000
69,1831,-97.877338,30.292344,,100,100,0,,70,7/1/24 18:53,202.9 secs,,0,0,9,0,7,0,0,0,0,10,64,0,6,4,,,,,,,,,,,,,,,,,,,,,1831,-97.877338,30.292344,,100,100,0,,70,7/1/24 18:53,202.9 secs,,0,0,9,0,7,0,0,0,0,10,64,0,6,4,,,,,,,,,,,,,,,,,,,,,-97.877338,30.292344,300000,1048.651842,18,300000,30.292344,-97.877338,2022-06-27 17:15:03 UTC,313.480011,2.6800001,2752,0b0000101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),23629,-97.877338,30.292344,30.292344,-97.877338,300000,300000
70,1832,-97.877338,30.296841,,100,100,0,,70,7/1/24 18:33,114.3 secs,,0,0,12,0,0,0,0,0,0,4,77,0,3,4,,,,,,,,,,,,,,,,,,,,,1832,-97.877338,30.296841,,100,100,0,,70,7/1/24 18:33,114.3 secs,,0,0,12,0,0,0,0,0,0,4,77,0,3,4,,,,,,,,,,,,,,,,,,,,,-97.877338,30.296841,300000,584.3269425,18,300000,30.296841,-97.877338,2023-02-10 22:59:21 UTC,284.7000122,0.72,65472,0b1111111111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),26819,-97.877338,30.296841,30.296841,-97.877338,300000,300000
71,1833,-97.877338,30.301337,,100,100,0,,70,7/1/24 18:40,103.3 secs,,0,1,0,0,5,0,0,0,0,2,87,0,5,0,,,,,,,,,,,,,,,,,,,,,1833,-97.877338,30.301337,,100,100,0,,70,7/1/24 18:40,103.3 secs,,0,1,0,0,5,0,0,0,0,2,87,0,5,0,,,,,,,,,,,,,,,,,,,,,-97.877338,30.301337,300000,283.309165,18,300000,30.301337,-97.877338,2023-01-08 03:45:29 UTC,286.8999939,1.88,19904,0b0100110111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),29614,-97.877338,30.301337,30.301337,-97.877338,300000,300000
72,1834,-97.877338,30.305834,,100,100,0,,70,7/1/24 20:14,3242.0 secs,,0,0,0,0,0,0,0,0,2,0,67,0,28,3,,,,,,,,,,,,,,,,,,,,,1834,-97.877338,30.305834,,100,100,0,,70,7/1/24 20:14,3242.0 secs,,0,0,0,0,0,0,0,0,2,0,67,0,28,3,,,,,,,,,,,,,,,,,,,,,-97.877338,30.305834,300000,562.1688823,18,300000,30.305834,-97.877338,2024-01-02 13:45:56 UTC,281.4400024,1.4,35520,0b1000101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),31632,-97.877338,30.305834,30.305834,-97.877338,300000,300000
73,1835,-97.877338,30.31033,,100,100,0,,70,7/1/24 18:39,157.8 secs,,0,1,8,0,12,0,0,0,0,9,65,0,2,3,,,,,,,,,,,,,,,,,,,,,1835,-97.877338,30.31033,,100,100,0,,70,7/1/24 18:39,157.8 secs,,0,1,8,0,12,0,0,0,0,9,65,0,2,3,,,,,,,,,,,,,,,,,,,,,-97.877338,30.31033,300000,1024.032935,18,300000,30.31033,-97.877338,2022-09-29 19:50:29 UTC,310.980011,1.64,20160,0b0100111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),35307,-97.877338,30.31033,30.31033,-97.877338,300000,300000
74,1836,-97.877338,30.314827,,100,100,0,,80,7/1/24 18:53,7.5 secs,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,1836,-97.877338,30.314827,,100,100,0,,80,7/1/24 18:53,7.5 secs,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.877338,30.314827,300000,1509.443541,18,300000,30.314827,-97.877338,2023-06-20 19:37:16 UTC,316.2799988,2.52,2752,0b0000101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),37625,-97.877338,30.314827,30.314827,-97.877338,300000,300000
