center_lat,center_lon
30.30983245,-97.98757696
30.31432905,-97.98757696
30.31882565,-97.98757696
30.32332226,-97.98757696
30.32781886,-97.98757696
30.33231546,-97.98757696
30.30983245,-97.98236839
30.31432905,-97.98236839
30.31882565,-97.98236839
30.32332226,-97.98236839
30.32781886,-97.98236839
30.33231546,-97.98236839
30.30983245,-97.97715982
30.31432905,-97.97715982
30.31882565,-97.97715982
30.32332226,-97.97715982
30.32781886,-97.97715982
30.33231546,-97.97715982
30.30983245,-97.97195126
30.31432905,-97.97195126
30.31882565,-97.97195126
30.32332226,-97.97195126
30.32781886,-97.97195126
30.33231546,-97.97195126
30.4101341,-97.75686264
30.39889259,-97.76989591
30.40338919,-97.76989591
30.4078858,-97.76989591
30.4123824,-97.76989591
30.416879,-97.76989591
30.4213756,-97.76989591
30.39889259,-97.7646826
30.40338919,-97.7646826
30.4078858,-97.7646826
30.4123824,-97.7646826
30.416879,-97.7646826
30.4213756,-97.7646826
30.39889259,-97.7594693
30.40338919,-97.7594693
30.4078858,-97.7594693
30.4123824,-97.7594693
30.416879,-97.7594693
30.4213756,-97.7594693
30.39889259,-97.75425599
30.40338919,-97.75425599
30.4078858,-97.75425599
30.4123824,-97.75425599
30.416879,-97.75425599
30.4213756,-97.75425599
30.39889259,-97.74904268
30.40338919,-97.74904268
30.4078858,-97.74904268
30.4123824,-97.74904268
30.416879,-97.74904268
30.4213756,-97.74904268
30.39889259,-97.74382937
30.40338919,-97.74382937
30.4078858,-97.74382937
30.4123824,-97.74382937
30.416879,-97.74382937
30.4213756,-97.74382937
30.50039046,-97.76262403
30.48914895,-97.77566937
30.49364555,-97.77566937
30.49814215,-97.77566937
30.50263876,-97.77566937
30.50713536,-97.77566937
30.51163196,-97.77566937
30.48914895,-97.77045123
30.49364555,-97.77045123
30.49814215,-97.77045123
30.50263876,-97.77045123
30.50713536,-97.77045123
30.51163196,-97.77045123
30.48914895,-97.76523309
30.49364555,-97.76523309
30.49814215,-97.76523309
30.50263876,-97.76523309
30.50713536,-97.76523309
30.51163196,-97.76523309
30.48914895,-97.76001496
30.49364555,-97.76001496
30.49814215,-97.76001496
30.50263876,-97.76001496
30.50713536,-97.76001496
30.51163196,-97.76001496
30.48914895,-97.75479682
30.49364555,-97.75479682
30.49814215,-97.75479682
30.50263876,-97.75479682
30.50713536,-97.75479682
30.51163196,-97.75479682
30.48914895,-97.74957868
30.49364555,-97.74957868
30.49814215,-97.74957868
30.50263876,-97.74957868
30.50713536,-97.74957868
30.51163196,-97.74957868
30.44493133,-97.76524795
30.42244832,-97.76003338
30.42694492,-97.76003338
30.43144153,-97.76003338
30.43593813,-97.76003338
30.44043473,-97.76003338
30.44493133,-97.76003338
30.50993467,-97.74446279
30.49869316,-97.75750941
30.50318976,-97.75750941
30.50768637,-97.75750941
30.51218297,-97.75750941
30.51667957,-97.75750941
30.52117617,-97.75750941
30.49869316,-97.75229076
30.50318976,-97.75229076
30.50768637,-97.75229076
30.51218297,-97.75229076
30.51667957,-97.75229076
30.52117617,-97.75229076
30.49869316,-97.74707211
30.50318976,-97.74707211
30.50768637,-97.74707211
30.51218297,-97.74707211
30.51667957,-97.74707211
30.52117617,-97.74707211
30.49869316,-97.74185346
30.50318976,-97.74185346
30.50768637,-97.74185346
30.51218297,-97.74185346
30.51667957,-97.74185346
30.52117617,-97.74185346
30.49869316,-97.73663481
30.50318976,-97.73663481
30.50768637,-97.73663481
30.51218297,-97.73663481
30.51667957,-97.73663481
30.52117617,-97.73663481
30.49869316,-97.73141616
30.50318976,-97.73141616
30.50768637,-97.73141616
30.51218297,-97.73141616
30.51667957,-97.73141616
30.52117617,-97.73141616
30.43368983,-97.7730698
30.42244832,-97.78610622
30.42694492,-97.78610622
30.43144153,-97.78610622
30.43593813,-97.78610622
30.44043473,-97.78610622
30.44493133,-97.78610622
30.42244832,-97.78089165
30.42694492,-97.78089165
30.43144153,-97.78089165
30.43593813,-97.78089165
30.44043473,-97.78089165
30.44493133,-97.78089165
30.42244832,-97.77567708
30.42694492,-97.77567708
30.43144153,-97.77567708
30.43593813,-97.77567708
30.44043473,-97.77567708
30.44493133,-97.77567708
30.42244832,-97.77046251
30.42694492,-97.77046251
30.43144153,-97.77046251
30.43593813,-97.77046251
30.44043473,-97.77046251
30.44493133,-97.77046251
30.42244832,-97.76524795
30.42694492,-97.76524795
30.43144153,-97.76524795
30.43593813,-97.76524795
30.44043473,-97.76524795
